text,label,events,predictions,prob_non_argumentative,prob_premise,prob_conclusion,prediction_label
The Court reiterates that Article 3 of the Convention enshrines one of the fundamental values of a democratic society.,premise,"['court reiterate ', 'article enshrine one']",1,0.43747553,0.5445332,0.017991368,Premise
"Even in the most difficult of circumstances, such as the fight against organised terrorism and crime, the Convention prohibits in absolute terms treatment contrary to this provision.",premise,"['convention prohibit trary', 'convention prohibit term']",0,0.534911,0.45376763,0.011321349,Non-Argumentative
“No one shall be subjected to torture or to inhuman or degrading treatment or punishment.”,conclusion,['one shall be subject torture'],0,0.46755344,0.2954012,0.23704538,Non-Argumentative
Ill-treatment must attain a minimum level of severity if it is to fall within the scope of Article 3.,premise,"['ill must attain level', '- must attain level', 'treatment must attain level', ' to fall scope']",1,0.13159327,0.77445036,0.09395632,Premise
The assessment of this minimum is relative:,premise,[],0,0.7158727,0.2695053,0.014621931,Non-Argumentative
"it depends on all the circumstances of the case, such as the duration of the treatment, its physical and/or mental effects and, in some cases, the sex, age and state of health of the victim",premise,['it depend circumstance'],1,0.20171505,0.72388726,0.07439772,Premise
“No one shall be subjected to torture or to inhuman or degrading treatment or punishment.”,conclusion,['one shall be subject torture'],0,0.46755344,0.2954012,0.23704538,Non-Argumentative
"(see Selçuk and Asker v. Turkey, judgment of 24 April 1998, Reports of Judgments and Decisions 1998-II, p. 909, §§ 75-76).",premise,[' see seluk'],0,0.66998744,0.3015143,0.0284982,Non-Argumentative
"it depends on all the circumstances of the case, such as the duration of the treatment, its physical and/or mental effects and, in some cases, the sex, age and state of health of the victim",conclusion,['it depend circumstance'],1,0.20171505,0.72388726,0.07439772,Premise
"it depends on all the circumstances of the case, such as the duration of the treatment, its physical and/or mental effects and, in some cases, the sex, age and state of health of the victim",premise,['it depend circumstance'],1,0.20171505,0.72388726,0.07439772,Premise
"The Court notes that the applicant’s home was burned down before the eyes of members of his family, depriving them of shelter and support and obliging them to leave their home and friends.",premise,"['number e ', 'home be burn eye', ' deprive they', ' deprive shelter', ' oblige they', ' to leave home']",1,0.43099296,0.5578598,0.011147251,Premise
The Court considers that the destruction of the applicant’s home and possessions in the above circumstances must have caused him suffering of sufficient severity for the acts of the security forces to be categorised as inhuman treatment within the meaning of Article 3,premise,"['company sider ', 'destruction must have cause suffering', 'act to be categorise treatment', 'act to be categorise meaning']",1,0.14632882,0.8301442,0.023526976,Premise
The Court therefore concludes that there has been a violation of Article 3 of the Convention.,conclusion,[],0,0.7158727,0.2695053,0.014621931,Non-Argumentative
"(see Selçuk and Asker, cited above, p. 910, §§ 77-78).",premise,[' see seluk'],0,0.66998744,0.3015143,0.0284982,Non-Argumentative
The Court considers that the destruction of the applicant’s home and possessions in the above circumstances must have caused him suffering of sufficient severity for the acts of the security forces to be categorised as inhuman treatment within the meaning of Article 3,conclusion,"['company sider ', 'destruction must have cause suffering', 'act to be categorise treatment', 'act to be categorise meaning']",1,0.14632882,0.8301442,0.023526976,Premise
"(see in this respect Selçuk and Asker v. Turkey, nos. 23184/94 and 23185/94, Commission’s report of 28 November 1996, §§ 185-187).",premise,"[' see number', ' see respect']",1,0.20392305,0.76204985,0.0340271,Premise
The notion of security of person has not been given an independent interpretation,conclusion,['ion have be give interpretation'],0,0.5095687,0.4325868,0.057844553,Non-Argumentative
The notion of security of person has not been given an independent interpretation,premise,['ion have be give interpretation'],0,0.5095687,0.4325868,0.057844553,Non-Argumentative
The Court recalls that the primary concern of Article 5 § 1 of the Convention is protection from an arbitrary deprivation of liberty.,premise,['court recall '],0,0.7256271,0.2441557,0.030217184,Non-Argumentative
"The notion of security of person has not been given an independent interpretation (see in this respect Selçuk and Asker v. Turkey, nos. 23184/94 and 23185/94, Commission’s report of 28 November 1996, §§ 185-187).",premise,['ion have be give interpretation'],0,0.5095687,0.4325868,0.057844553,Non-Argumentative
"The Court notes that the applicant’s insecure personal circumstances arising from the loss of his home does not fall within the notion of security of person as envisaged by Article 5 § 1 of the Convention (see the Selçuk and Asker v. Turkey, Commission’s report, cited above, § 186). 59. In the light of the foregoing, the Court concludes that there has been no violation of Article 5 § 1 of the Convention.",conclusion,"['number e ', ' arise loss', ' do fall ion', ' envisage article', ' see report', 'company clude ']",1,0.21629958,0.7786045,0.00509597,Premise
"The Court has found it established that the security forces deliberately destroyed the applicant’s house and property, obliging his family to leave their village (see paragraph 47 above).",premise,"['court have find ', 'it establish ', 'force destroy house', ' oblige family', ' to leave village', ' see paragraph']",1,0.18386392,0.80862623,0.007509834,Premise
"There is no doubt that these acts, in addition to giving rise to a violation of Article 3, constituted a grave and unjustified interference with the applicant’s rights to respect for his private and family life and home, and to the peaceful enjoyment of his possessions (see Menteş and Others v. Turkey, judgment of 28 November 1997, Reports 1997-VIII, p. 2711, § 73, and Dulaş v. Turkey, no. 25801/94, § 60, 30 January 2001).",premise,"['there be doubt', ' give rise', ' give violation', 'article stitute interference', 'act see mente']",1,0.22419143,0.7682556,0.0075529213,Premise
The Court therefore concludes that there has been a violation of Article 8 of the Convention and of Article 1 of Protocol No. 1.,conclusion,['court clude '],0,0.73343134,0.22490397,0.041664716,Non-Argumentative
"In respect of this second part of the domestic investigation, the Court considers that the authorities who were responsible for the investigation lacked the requisite independence and impartiality.",premise,"['company sider ', 'authority lack independence']",0,0.64895976,0.3414361,0.00960422,Non-Argumentative
"In the light of the foregoing, the Court concludes that the authorities failed to conduct a thorough and effective investigation into the applicant’s allegations and that access to any other available remedy, including a claim for compensation, has thus also been denied him.",conclusion,"['company clude ', 'authority fail duct', 'authority fail investigation', ' include claim', 'access have be deny he']",1,0.465001,0.52999973,0.00499925,Premise
It is also clear from the witness testimonies that the Kulp District Gendarme Commander further delegated the Kulp Gendarme Station Commander to conduct the investigation.,premise,"['commander delegate commander', 'commander delegate duct', ' duct investigation']",0,0.743704,0.24254195,0.013754019,Non-Argumentative
"In the light of the foregoing, the Court concludes that the authorities failed to conduct a thorough and effective investigation into the applicant’s allegations and that access to any other available remedy, including a claim for compensation, has thus also been denied him.",conclusion,"['company clude ', 'authority fail duct', 'authority fail investigation', ' include claim', 'access have be deny he']",1,0.465001,0.52999973,0.00499925,Premise
"Given the seriousness of the allegations, the Court is of the opinion that the public prosecutor was under an obligation to gather and record evidence which would help to shed light on the facts of the incident.",premise,"[' give seriousness', ' record evidence', 'which would help ', ' to shed light', ' to shed fact']",1,0.2842137,0.70094764,0.014838629,Premise
"However, it is noted that the public prosecutor’s investigation was limited to taking statements from the three complainants.",premise,"['investigation be limit ', ' take statement']",0,0.5922921,0.38539314,0.022314733,Non-Argumentative
"It does not appear that any attempt was made to carry out an on-site inspection at the scene of the incident, to establish the true version of the facts through questioning other villagers who might have witnessed the events or to interview the members of security forces who were allegedly involved in the incident.",premise,"['it do appear ', 'attempt be make ', ' to carry inspection', ' to carry scene', ' to establish version', ' question villager', 'who might have witness event', ' to interview member', 'who be involve incident']",1,0.30157712,0.6853523,0.013070585,Premise
It therefore considers that these elements disclose considerable defects in the reliability and thoroughness of this part of the investigation.,conclusion,['element disclose defect'],1,0.2344289,0.6902857,0.075285375,Premise
