text,label,events,predictions,prob_conclusion,prob_premise,prediction_label
"In the determination of his civil rights and obligations......, everyone is entitled to a fair...hearing within reasonable time... by[a]... tribunal”",premise,"['everyone entitle tribunal', 'everyone entitle fairhearing']",1,0.029720385,0.97027963,Premise
"As regards the first set of proceedings, the period to be taken into consideration began on 3 January 1990 and ended on 22 May 1999.",premise,['period take company sideration'],1,0.030973647,0.9690263,Premise
"Thus, they lasted more than nine years and four months.",premise,['they last year'],1,0.03168806,0.9683119,Premise
"As regards the second set of proceedings, the period to be taken into consideration began on 4 September 1990 and ended on 25 February 1999.",premise,['period take company sideration'],1,0.030973647,0.9690263,Premise
"Thus, they lasted for more than eight years and five months.",premise,"['they last year', 'they last month']",1,0.030581642,0.9694184,Premise
"The applicant complained that the length of the maintenance payment proceedings had been incompatible with the “reasonable time” principle as provided in Article 6 § 1 of the Convention, which reads as follows:",conclusion,[],1,0.17465566,0.8253443,Premise
The Court notes that this complaint is not manifestly ill-founded within the meaning of Article 35 § 3 of the Convention.,premise,['number found meaning'],1,0.030651154,0.96934885,Premise
It further notes that it is not inadmissible on any other grounds.,premise,[],1,0.17465566,0.8253443,Premise
It must therefore be declared admissible.,conclusion,['it declare admissible'],1,0.031426232,0.96857375,Premise
"(see, among many other authorities, Frydlender v. France [GC], no. 30979/96, § 43, ECHR 2000-VII).",premise,[],1,0.17465566,0.8253443,Premise
"The Court reiterates that the reasonableness of the length of proceedings must be assessed in the light of the circumstances of the case and with reference to the criteria established by its case-law, particularly the complexity of the case, the conduct of the applicant and of the relevant authorities and what was at stake for the applicant in the dispute",conclusion,"['reasonableness assess light', 'criterion establish case law']",1,0.033293072,0.96670693,Premise
"The Court reiterates that the reasonableness of the length of proceedings must be assessed in the light of the circumstances of the case and with reference to the criteria established by its case-law, particularly the complexity of the case, the conduct of the applicant and of the relevant authorities and what was at stake for the applicant in the dispute",premise,"['reasonableness assess light', 'criterion establish case law']",1,0.033293072,0.96670693,Premise
"The Court considers that the present proceedings can clearly be distinguished from the custody proceedings, as they concerned merely the fixing of maintenance payments and were not particularly complex.",premise,"['proceeding distinguish custody proceeding', 'company cerne fixing']",1,0.032786977,0.9672131,Premise
As regards the conduct of the applicant the Court has consistently held that applicants cannot be blamed for making full use of the remedies available to them under domestic law.,premise,[],1,0.17465566,0.8253443,Premise
"However, an applicant's behaviour constitutes an objective fact which cannot be attributed to the respondent State and which must be taken into account for the purpose of determining whether or not the reasonable time referred to in Article 6 § 1 has been exceeded",premise,"['applicants behaviour company stitute fact', 'which not attribute <ORG>', 'which take account', 'which take purpose', 'purpose determine number', 'time refer article']",1,0.030353926,0.9696461,Premise
"In the present case, the Court acknowledges that the applicant had filed numerous requests, complaints and motions and had repeatedly failed to obey the authorities' summons.",premise,"['court acknowledge company plaint', 'applicant file request']",1,0.03128923,0.9687108,Premise
"Although such conduct contributed to prolonging the proceedings, it is not in itself sufficient to explain the length of the extensive proceedings.",premise,"['company duct company tribute proceeding', 'number explain length']",1,0.0321123,0.9678877,Premise
"On the other hand, the Court notes that there are substantial delays attributable to the authorities.",premise,['there be delay'],1,0.028647361,0.97135264,Premise
"In particular, in the first set of proceedings, there is a period of inactivity of more than two years (from 3 January 1990 to 10 February 1992) while the case was pending before the Vienna Juvenile Court, and a further one of six years (from 13 May 1992 to 20 May 1998) before that court took a new decision after the first one had been quashed on appeal.",premise,"['there be period', 'there be year', '<ORG> take decision', 'one quash appeal']",1,0.029767724,0.9702323,Premise
The Court cannot find that the Government has given sufficient explanation for these delays that occurred.,premise,['government give explanation'],1,0.03165251,0.96834743,Premise
"In the second set of proceedings, there is a period of inactivity of some three years (from 4 September 1990 to 10 August 1993), while the case was pending before the Vienna Juvenile Court, and a further such period of three years and seven months (from 5 January 1995 to 5 August 1998) before that court took a new decision after the first one had been quashed on appeal.",premise,"['there be period', 'there be period', '<ORG> take decision', 'one quash appeal']",1,0.029909763,0.97009027,Premise
"The Court therefore finds that the overall length of the proceedings cannot be regarded as “reasonable”. Accordingly, there has been a violation of Article 6 § 1 of the Convention.",conclusion,[],1,0.17465566,0.8253443,Premise
"(see Erkner and Hofbauer v. Austria, no. 9616/81, Commission decision of 23 April 1987, A 117, § 68)",premise,[],1,0.17465566,0.8253443,Premise
"However, an applicant's behaviour constitutes an objective fact which cannot be attributed to the respondent State and which must be taken into account for the purpose of determining whether or not the reasonable time referred to in Article 6 § 1 has been exceeded",conclusion,"['applicants behaviour company stitute fact', 'which not attribute <ORG>', 'which take account', 'which take purpose', 'purpose determine number', 'time refer article']",1,0.030353926,0.9696461,Premise
