text,label,events,predictions,prob_non_argumentative,prob_premise,prob_conclusion,prediction_label
"Without prejudice to its decision on the objection relating to non-exhaustion of domestic remedies, the Court considers that Mr Ahmet Sadik's widow and children have a legitimate moral interest in obtaining a ruling that his conviction infringed the right to freedom of expression which he relied on before the Convention institutions.",premise,"[' relate -exhaustion', 'company sider ', 'widow have interest', ' obtain ruling', 'viction infringe right', 'he rely institution']",1,0.24056345,0.7569968,0.0024397953,Premise
"The Court accordingly finds that Mrs Isik Ahmet and her two children, Mr Levent Ahmet and Miss Funda Ahmet, have standing to continue the present proceedings in the applicant's stead.",conclusion,"['court find ', 'ahmet have standing', ' to tinue proceeding', ' to tinue stead']",0,0.82495505,0.17093405,0.004110891,Non-Argumentative
"Like the Delegate of the Commission, the Court considers that the applicant's heirs also have a definite pecuniary interest under Article 50 of the Convention (art. 50).",premise,"['company sider ', 'heir have interest', 'heir have article']",0,0.83534926,0.1588686,0.00578224,Non-Argumentative
"The Court accordingly finds that Mrs Isik Ahmet and her two children, Mr Levent Ahmet and Miss Funda Ahmet, have standing to continue the present proceedings in the applicant's stead.",conclusion,"['court find ', 'ahmet have standing', ' to tinue proceeding', ' to tinue stead']",0,0.82495505,0.17093405,0.004110891,Non-Argumentative
"The Court notes, firstly, that the applicant was convicted by the Greek courts of disturbing, through his writings, the public peace and the peace of the citizens of Western Thrace.",premise,"['number e ', 'applicant be victe company', ' disturb peace', ' disturb writing']",0,0.837396,0.15812299,0.00448098,Non-Argumentative
"Without prejudice to its decision on the objection relating to non-exhaustion of domestic remedies, the Court considers that Mr Ahmet Sadik's widow and children have a legitimate moral interest in obtaining a ruling that his conviction infringed the right to freedom of expression which he relied on before the Convention institutions.",conclusion,"[' relate -exhaustion', 'company sider ', 'widow have interest', ' obtain ruling', 'viction infringe right', 'he rely institution']",1,0.24056345,0.7569968,0.0024397953,Premise
"Furthermore, it notes that the applicant was sentenced to fifteen months' imprisonment, commutable to a fine of GRD 1,000 per day of detention, which sum he paid.",premise,"['applicant be sentence imprisonment', 'he pay ']",0,0.7606103,0.23515707,0.004232664,Non-Argumentative
"Like the Delegate of the Commission, the Court considers that the applicant's heirs also have a definite pecuniary interest under Article 50 of the Convention (art. 50).",conclusion,"['company sider ', 'heir have interest', 'heir have article']",0,0.83534926,0.1588686,0.00578224,Non-Argumentative
"Relying on the Commission's case-law on the question, they submitted that the complaint relating to a violation of Article 10 (art. 10) was so closely and directly bound up with the deceased applicant's person that his heirs could not assert any specific legal interest which would enable them to continue the proceedings in his stead.",premise,"[' rely law', 'they submit ', ' relate violation', ' be bind person', 'number assert interest', 'which would enable they', ' to tinue proceeding', ' to tinue stead']",1,0.29230767,0.70558256,0.0021097874,Premise
The Government contested the right of the applicant's widow and children to continue before the Court the proceedings he had instituted.,conclusion,"['company test right', 'he have institute ']",0,0.7351881,0.26151738,0.0032944807,Non-Argumentative
"Moreover, the applicant's case was an isolated one which raised no question of general interest.",premise,['which raise question'],1,0.49028292,0.50305367,0.0066633993,Premise
The Government contested the right of the applicant's widow and children to continue before the Court the proceedings he had instituted.,conclusion,"['company test right', 'he have institute ']",0,0.7351881,0.26151738,0.0032944807,Non-Argumentative
since they concerned the name and cultural identity of an entire minority.,premise,['they cerne name'],0,0.70983124,0.2752942,0.014874611,Non-Argumentative
"In addition, he maintained that the interest of the present proceedings went well beyond the individual case of Mr Ahmet Sadik",conclusion,"['he maintain ', 'interest go case']",0,0.81075335,0.18466832,0.0045783785,Non-Argumentative
"In support of that argument he referred to the very terms of the Government's application bringing the case before the Court, in which they had declared:",premise,"['he refer term', ' bring case', ' bring court', 'they have declare ']",1,0.1514427,0.8441292,0.004428139,Premise
"""the case concerns important national issues and also raises complex legal problems, since it affects the Muslim minority in Western Thrace"".",premise,"['company cern issue', 'company raise problem', 'it affect minority']",1,0.49045,0.5068173,0.0027326508,Premise
"In addition, he maintained that the interest of the present proceedings went well beyond the individual case of Mr Ahmet Sadik",conclusion,"['he maintain ', 'interest go case']",0,0.81075335,0.18466832,0.0045783785,Non-Argumentative
It reiterates that the supervision machinery set up by the Convention is subsidiary to the national human rights protection systems.,premise,"['it reiterate ', ' set convention']",0,0.583511,0.41246498,0.0040240185,Non-Argumentative
"Even if the Greek courts were able, or even obliged, to examine the case of their own motion under the Convention, this cannot have dispensed the applicant from relying on the Convention in those courts or from advancing arguments to the same or like effect before them, thus drawing their attention to the problem he intended to submit subsequently, if need be, to the institutions responsible for European supervision",premise,"[' to examine case', 'this can have not dispense applicant', ' rely convention', ' rely rt', ' advance argument', ' advance effect', ' draw attention', ' draw problem', 'he intend ', ' to submit institution']",1,0.14387873,0.8534831,0.0026381968,Premise
"Accordingly, domestic remedies were not exhausted in the instant case.",conclusion,['remedy be exhaust case'],1,0.39871165,0.59666526,0.004623013,Premise
